node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.956,standard,50000
1,clinic_001,1000,tier_2,64,local,2,64,tier2_hospital,0.937,high,10000
2,research_center_002,10000,tier_3,64,GDPR,16,512,research_center,0.982,high,20000
3,mobile_unit_003,1000,tier_1,16,local,2,16,mobile_unit,0.78,standard,1000
4,edge_device_004,50,tier_2,2,GDPR,0,8,edge_device,0.769,critical,500
5,hospital_005,5000,tier_1,128,HIPAA,4,256,tier1_hospital,0.972,standard,20000
6,clinic_006,5000,tier_2,32,local,4,64,tier2_hospital,0.955,standard,10000
7,research_center_007,5000,tier_3,64,HIPAA,32,256,research_center,0.99,critical,50000
8,mobile_unit_008,100,tier_1,4,HIPAA,2,16,mobile_unit,0.862,high,2000
9,edge_device_009,100,tier_2,8,HIPAA,0,32,edge_device,0.757,standard,500
