node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,16,256,tier1_hospital,0.999,critical,20000
1,clinic_001,2000,tier_2,64,local,4,64,tier2_hospital,0.965,standard,20000
2,research_center_002,10000,tier_3,64,HIPAA,8,256,research_center,0.98,standard,50000
3,mobile_unit_003,500,tier_1,4,HIPAA,1,32,mobile_unit,0.837,high,5000
4,edge_device_004,50,tier_2,8,GDPR,0,16,edge_device,0.877,critical,2000
5,hospital_005,5000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.993,critical,50000
6,clinic_006,2000,tier_2,32,GDPR,2,64,tier2_hospital,0.975,critical,10000
7,research_center_007,20000,tier_3,128,GDPR,32,256,research_center,0.982,critical,100000
8,mobile_unit_008,1000,tier_1,16,GDPR,1,32,mobile_unit,0.786,standard,2000
9,edge_device_009,100,tier_2,8,PIPEDA,1,8,edge_device,0.822,high,500
