node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,FedRAMP,radiology,1987,private,mayo_clinic,tier1_hospital,279
1,local,SOC2,oncology,1952,private,johns_hopkins,tier2_hospital,4724
2,regional,HIPAA_compliant,cardiology,1988,mixed,stanford_med,research_center,2537
3,local,ISO27001,neurology,2013,private,mass_general,mobile_unit,3906
4,local,ISO27001,pathology,1961,research_grant,ucla_health,edge_device,4699
5,national,SOC2,radiology,1965,private,mayo_clinic,tier1_hospital,1169
6,regional,FedRAMP,oncology,1960,private,johns_hopkins,tier2_hospital,4722
7,international,FedRAMP,cardiology,2005,research_grant,stanford_med,research_center,2032
8,international,ISO27001,neurology,2001,public,mass_general,mobile_unit,1924
9,local,HIPAA_compliant,pathology,1958,public,ucla_health,edge_device,4116
10,international,SOC2,radiology,1983,research_grant,mayo_clinic,tier1_hospital,2581
11,national,ISO27001,oncology,1998,public,johns_hopkins,tier2_hospital,2415
12,local,HIPAA_compliant,cardiology,1990,public,stanford_med,research_center,3836
13,international,HIPAA_compliant,neurology,1962,research_grant,mass_general,mobile_unit,2855
14,national,HIPAA_compliant,pathology,1978,public,ucla_health,edge_device,3968
