node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,ISO27001,radiology,1980,private,mayo_clinic,tier1_hospital,2132
1,international,ISO27001,oncology,1979,research_grant,johns_hopkins,tier2_hospital,1083
2,regional,FedRAMP,cardiology,1951,research_grant,stanford_med,research_center,1319
3,regional,HIPAA_compliant,neurology,1960,private,mass_general,mobile_unit,303
4,regional,SOC2,pathology,1982,public,ucla_health,edge_device,1792
5,regional,ISO27001,radiology,1978,private,mayo_clinic,tier1_hospital,1695
6,international,SOC2,oncology,1999,mixed,johns_hopkins,tier2_hospital,2041
7,international,ISO27001,cardiology,1968,mixed,stanford_med,research_center,2442
8,international,SOC2,neurology,2006,research_grant,mass_general,mobile_unit,541
9,international,FedRAMP,pathology,1989,public,ucla_health,edge_device,1123
