timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753366053.2780392,1,-1,training,22.586995601654053,0,0,0,
1753366072.9134603,2,-1,training,17.425251960754395,0,0,0,
1753366079.7909179,3,-1,training,4.63513708114624,0,0,0,
1753366086.4642367,4,-1,training,4.408548831939697,0,0,0,
1753366093.7096336,5,-1,training,4.9710283279418945,0,0,0,
1753366100.6600523,6,-1,training,4.588463306427002,0,0,0,
1753366108.0185685,7,-1,training,5.041767120361328,0,0,0,
1753366115.2854419,8,-1,training,4.824396371841431,0,0,0,
1753366122.6625016,9,-1,training,4.93041729927063,0,0,0,
1753366129.9252324,10,-1,training,4.776312828063965,0,0,0,
