node_id,latitude,longitude
0,44.033121,-92.471413
1,39.308331,-76.648275
2,37.396952,-122.187257
3,42.353232,-71.013207
4,34.04916,-118.209006
5,51.543653,-0.136876
6,48.876978,2.320625
7,35.715603,139.640926
8,1.324105,103.841053
9,-33.855718,151.23651
10,44.023045,-92.494967
11,39.323367,-76.638992
12,37.431604,-122.094887
13,42.36007,-71.071612
14,34.061883,-118.250574
15,51.544128,-0.087121
16,48.882121,2.347002
17,35.686258,139.641871
18,1.391138,103.8683
19,-33.90378,151.225388
