node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,8,512,tier1_hospital,0.958,standard,50000
1,clinic_001,5000,tier_2,32,local,4,128,tier2_hospital,0.97,high,10000
2,research_center_002,10000,tier_3,256,GDPR,32,256,research_center,0.985,critical,50000
3,mobile_unit_003,100,tier_1,4,PIPEDA,1,64,mobile_unit,0.799,high,5000
4,edge_device_004,500,tier_2,4,PIPEDA,1,8,edge_device,0.785,high,1000
5,hospital_005,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.973,standard,10000
6,clinic_006,2000,tier_2,32,HIPAA,2,64,tier2_hospital,0.916,critical,20000
7,research_center_007,5000,tier_3,64,PIPEDA,8,1024,research_center,0.998,critical,100000
8,mobile_unit_008,500,tier_1,8,GDPR,1,16,mobile_unit,0.85,critical,2000
9,edge_device_009,50,tier_2,4,GDPR,0,8,edge_device,0.788,critical,1000
