node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,1961,research_grant,mayo_clinic,tier1_hospital,1750
1,local,FedRAMP,oncology,2012,private,johns_hopkins,tier2_hospital,1289
2,international,FedRAMP,cardiology,1998,private,stanford_med,research_center,3016
3,international,FedRAMP,neurology,2002,public,mass_general,mobile_unit,2746
4,local,FedRAMP,pathology,2015,public,ucla_health,edge_device,2796
5,national,HIPAA_compliant,radiology,2011,private,mayo_clinic,tier1_hospital,4120
6,local,SOC2,oncology,1998,research_grant,johns_hopkins,tier2_hospital,3428
7,local,HIPAA_compliant,cardiology,1990,research_grant,stanford_med,research_center,1465
8,regional,ISO27001,neurology,1996,public,mass_general,mobile_unit,2274
9,local,HIPAA_compliant,pathology,2020,public,ucla_health,edge_device,4500
