edge,weight
0-1,4819.47
0-2,2362.14
0-3,1983.19
0-4,582.58
0-5,556.72
0-6,418.99
0-7,5119.36
0-8,1649.96
0-9,1736.36
0-10,1004.32
0-11,984.18
0-12,843.11
0-13,4277.91
0-14,1677.15
1-2,522.78
1-3,448.14
1-4,451.34
1-5,115.55
1-6,433.45
1-7,5332.78
1-8,486.79
1-9,1610.14
1-10,512.55
1-11,1907.69
1-12,5353.28
1-13,437.25
1-14,937.08
2-3,2169.08
2-4,878.36
2-5,4850.27
2-6,416.32
2-7,5539.26
2-8,100.62
2-9,400.07
2-10,2045.97
2-11,500.85
2-12,111.51
2-13,103.59
2-14,487.63
3-4,2102.22
3-5,82.89
3-6,493.47
3-7,4346.18
3-8,82.3
3-9,2179.48
3-10,5745.45
3-11,1001.73
3-12,2053.3
3-13,1152.14
3-14,1094.8
4-5,4234.91
4-6,1806.99
4-7,2029.78
4-8,576.74
4-9,581.61
4-10,453.91
4-11,119.25
4-12,1121.68
4-13,477.02
4-14,971.34
5-6,5392.48
5-7,586.18
5-8,1023.35
5-9,418.72
5-10,1776.71
5-11,567.59
5-12,4464.91
5-13,1080.62
5-14,5613.78
6-7,474.33
6-8,4268.96
6-9,5507.16
6-10,113.34
6-11,4364.63
6-12,1191.96
6-13,5701.12
6-14,512.98
7-8,561.08
7-9,597.64
7-10,1101.98
7-11,1054.24
7-12,81.28
7-13,433.87
7-14,443.83
8-9,1194.23
8-10,5585.37
8-11,976.88
8-12,88.85
8-13,586.35
8-14,4385.99
9-10,957.49
9-11,840.42
9-12,83.0
9-13,95.43
9-14,537.03
10-11,1816.27
10-12,2155.99
10-13,5504.53
10-14,4108.53
11-12,5649.67
11-13,96.66
11-14,4229.27
12-13,111.65
12-14,583.82
13-14,531.45
