edge,weight
0-1,420.25
0-2,4039.6
0-3,91.89
0-4,118.44
0-5,1015.94
0-6,5117.65
0-7,518.44
0-8,562.76
0-9,117.51
1-2,105.28
1-3,582.16
1-4,90.53
1-5,118.75
1-6,5358.7
1-7,1109.36
1-8,5951.71
1-9,952.65
2-3,4080.4
2-4,1125.72
2-5,508.57
2-6,800.6
2-7,5099.11
2-8,577.81
2-9,2015.56
3-4,101.09
3-5,564.37
3-6,5044.91
3-7,4881.9
3-8,5685.39
3-9,548.33
4-5,4239.92
4-6,5655.23
4-7,4925.85
4-8,1977.04
4-9,403.13
5-6,455.39
5-7,509.73
5-8,1737.35
5-9,418.83
6-7,867.97
6-8,5780.46
6-9,1020.15
7-8,5895.46
7-9,579.06
8-9,502.02
