node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,FedRAMP,radiology,2013,public,mayo_clinic,tier1_hospital,3631
1,local,SOC2,oncology,2001,private,johns_hopkins,tier2_hospital,4514
2,national,FedRAMP,cardiology,2005,research_grant,stanford_med,research_center,1883
3,international,ISO27001,neurology,1983,public,mass_general,mobile_unit,4787
4,national,ISO27001,pathology,1985,mixed,ucla_health,edge_device,3727
5,national,SOC2,radiology,1993,private,mayo_clinic,tier1_hospital,529
6,national,HIPAA_compliant,oncology,1958,public,johns_hopkins,tier2_hospital,500
7,local,ISO27001,cardiology,2014,public,stanford_med,research_center,3896
8,regional,FedRAMP,neurology,1964,public,mass_general,mobile_unit,4786
9,national,SOC2,pathology,1961,public,ucla_health,edge_device,1892
10,national,ISO27001,radiology,1999,public,mayo_clinic,tier1_hospital,4811
11,national,HIPAA_compliant,oncology,1972,public,johns_hopkins,tier2_hospital,4803
12,international,HIPAA_compliant,cardiology,1960,public,stanford_med,research_center,2799
13,international,HIPAA_compliant,neurology,1967,research_grant,mass_general,mobile_unit,286
14,national,ISO27001,pathology,1954,mixed,ucla_health,edge_device,4557
