node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,8,128,tier1_hospital,0.966,critical,10000
1,clinic_001,5000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.928,standard,10000
2,research_center_002,5000,tier_3,64,GDPR,32,1024,research_center,0.998,standard,50000
3,mobile_unit_003,500,tier_1,4,GDPR,2,32,mobile_unit,0.79,standard,1000
4,edge_device_004,50,tier_2,8,HIPAA,0,16,edge_device,0.86,critical,500
5,hospital_005,5000,tier_1,64,local,16,128,tier1_hospital,0.97,high,20000
6,clinic_006,2000,tier_2,64,local,4,256,tier2_hospital,0.937,standard,10000
7,research_center_007,10000,tier_3,256,HIPAA,16,256,research_center,0.993,high,50000
8,mobile_unit_008,100,tier_1,8,PIPEDA,1,16,mobile_unit,0.83,standard,1000
9,edge_device_009,50,tier_2,4,local,1,8,edge_device,0.803,critical,1000
