node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,ISO27001,Rochester,USA,radiology,1965,private,mayo_clinic,tier1_hospital,north_america,3545,America/Chicago
1,regional,FedRAMP,Baltimore,USA,oncology,2018,private,johns_hopkins,tier2_hospital,europe,1194,America/New_York
2,national,SOC2,Palo Alto,USA,cardiology,1994,private,stanford_med,research_center,asia_pacific,2677,America/Los_Angeles
3,national,FedRAMP,Boston,USA,neurology,1994,research_grant,mass_general,mobile_unit,south_america,4607,America/New_York
4,international,ISO27001,Los Angeles,USA,pathology,2017,public,ucla_health,edge_device,africa,1390,America/Los_Angeles
5,national,SOC2,London,UK,radiology,1990,mixed,mayo_clinic,tier1_hospital,north_america,2900,Europe/London
6,international,ISO27001,Paris,France,oncology,1957,private,johns_hopkins,tier2_hospital,europe,451,Europe/Paris
7,regional,HIPAA_compliant,Tokyo,Japan,cardiology,1999,mixed,stanford_med,research_center,asia_pacific,4800,Asia/Tokyo
8,local,FedRAMP,Singapore,Singapore,neurology,1980,public,mass_general,mobile_unit,south_america,4423,Asia/Singapore
9,international,ISO27001,Sydney,Australia,pathology,1982,research_grant,ucla_health,edge_device,africa,2612,Australia/Sydney
