node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,16,128,tier1_hospital,0.971,standard,10000
1,clinic_001,2000,tier_2,64,HIPAA,8,64,tier2_hospital,0.95,standard,10000
2,research_center_002,5000,tier_3,64,HIPAA,16,1024,research_center,0.983,high,20000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,16,mobile_unit,0.827,critical,2000
4,edge_device_004,500,tier_2,2,HIPAA,0,8,edge_device,0.715,critical,2000
5,hospital_005,5000,tier_1,64,local,16,128,tier1_hospital,0.987,critical,10000
6,clinic_006,2000,tier_2,16,GDPR,4,128,tier2_hospital,0.926,critical,10000
7,research_center_007,10000,tier_3,64,local,16,512,research_center,0.992,critical,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.842,critical,5000
9,edge_device_009,500,tier_2,2,local,0,8,edge_device,0.893,critical,2000
