activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753349022.0817618,3
aggregation,,False,,,1,FedAvg,1753349032.9429994,
model_update,,,,3.1711933227907982,1,,1753349033.0357878,
local_training,,,{},,2,,1753349033.5406032,3
aggregation,,False,,,2,FedAvg,1753349038.6916492,
model_update,,,,1.8020981128297282,2,,1753349038.7789378,
local_training,,,{},,3,,1753349039.2605135,3
aggregation,,False,,,3,FedAvg,1753349050.9736552,
model_update,,,,1.6042967006357778,3,,1753349051.0557842,
local_training,,,{},,4,,1753349051.5396502,3
aggregation,,False,,,4,FedAvg,1753349057.7433822,
model_update,,,,1.4224774762944503,4,,1753349057.826262,
local_training,,,{},,5,,1753349058.3282657,3
aggregation,,False,,,5,FedAvg,1753349064.6498163,
model_update,,,,1.2280457895555474,5,,1753349064.731782,
local_training,,,{},,6,,1753349065.256697,3
aggregation,,False,,,6,FedAvg,1753349071.2806945,
model_update,,,,1.0710980280014148,6,,1753349071.359627,
local_training,,,{},,7,,1753349071.9411607,3
aggregation,,False,,,7,FedAvg,1753349076.8591926,
model_update,,,,0.9823507456900566,7,,1753349076.9425879,
local_training,,,{},,8,,1753349077.453104,3
aggregation,,False,,,8,FedAvg,1753349083.7899415,
model_update,,,,1.0424262495597199,8,,1753349083.8738763,
local_training,,,{},,9,,1753349084.3578196,3
aggregation,,False,,,9,FedAvg,1753349090.2633734,
model_update,,,,0.9779655052490283,9,,1753349090.347344,
local_training,,,{},,10,,1753349090.8709762,3
aggregation,,False,,,10,FedAvg,1753349097.180583,
model_update,,,,0.9506890243330798,10,,1753349097.2615716,
