node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.956,standard,20000
1,clinic_001,1000,tier_2,64,GDPR,2,64,tier2_hospital,0.902,standard,20000
2,research_center_002,5000,tier_3,256,HIPAA,8,256,research_center,0.998,standard,20000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,32,mobile_unit,0.87,standard,1000
4,edge_device_004,50,tier_2,8,local,0,32,edge_device,0.777,critical,500
5,hospital_005,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.991,high,20000
6,clinic_006,2000,tier_2,64,PIPEDA,8,256,tier2_hospital,0.916,standard,10000
7,research_center_007,5000,tier_3,256,GDPR,16,256,research_center,0.997,standard,50000
8,mobile_unit_008,500,tier_1,4,local,2,16,mobile_unit,0.816,high,2000
9,edge_device_009,500,tier_2,2,local,1,16,edge_device,0.726,standard,1000
