edge,weight
0-1,4584.53
0-2,107.52
0-3,93.71
0-4,2342.08
0-5,1184.04
0-6,114.3
0-7,1677.58
0-8,2186.27
0-9,5784.11
1-2,828.47
1-3,541.59
1-4,910.75
1-5,114.04
1-6,5245.6
1-7,5271.12
1-8,972.05
1-9,491.93
2-3,574.4
2-4,117.08
2-5,4081.02
2-6,454.3
2-7,934.78
2-8,450.64
2-9,4639.51
3-4,1135.51
3-5,433.3
3-6,2052.8
3-7,1084.97
3-8,4298.53
3-9,412.07
4-5,111.27
4-6,5138.65
4-7,1927.7
4-8,82.76
4-9,549.35
5-6,5277.8
5-7,5140.56
5-8,974.02
5-9,469.1
6-7,2179.52
6-8,471.24
6-9,5357.72
7-8,98.25
7-9,4298.5
8-9,2105.25
