node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,4,512,tier1_hospital,0.965,high,10000
1,clinic_001,1000,tier_2,32,local,8,256,tier2_hospital,0.924,standard,10000
2,research_center_002,5000,tier_3,256,local,32,512,research_center,0.981,critical,50000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,16,mobile_unit,0.892,high,5000
4,edge_device_004,500,tier_2,4,PIPEDA,0,8,edge_device,0.783,critical,2000
5,hospital_005,2000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.978,high,20000
6,clinic_006,2000,tier_2,32,HIPAA,2,128,tier2_hospital,0.964,standard,5000
7,research_center_007,20000,tier_3,128,local,16,256,research_center,0.99,high,50000
8,mobile_unit_008,1000,tier_1,4,local,2,64,mobile_unit,0.844,standard,1000
9,edge_device_009,500,tier_2,8,GDPR,1,8,edge_device,0.765,critical,1000
