node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.999,high,20000
1,clinic_001,5000,tier_2,16,HIPAA,2,64,tier2_hospital,0.973,high,20000
2,research_center_002,5000,tier_3,128,GDPR,32,1024,research_center,0.991,critical,50000
3,mobile_unit_003,500,tier_1,16,GDPR,2,16,mobile_unit,0.776,high,1000
4,edge_device_004,100,tier_2,2,HIPAA,0,16,edge_device,0.757,high,2000
5,hospital_005,2000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.992,standard,20000
6,clinic_006,2000,tier_2,16,GDPR,4,128,tier2_hospital,0.923,standard,20000
7,research_center_007,10000,tier_3,256,local,16,256,research_center,0.998,high,100000
8,mobile_unit_008,1000,tier_1,16,local,1,16,mobile_unit,0.773,high,2000
9,edge_device_009,500,tier_2,4,PIPEDA,0,8,edge_device,0.776,high,2000
10,hospital_010,10000,tier_1,128,HIPAA,16,256,tier1_hospital,0.999,high,50000
11,clinic_011,5000,tier_2,64,GDPR,8,256,tier2_hospital,0.962,standard,10000
12,research_center_012,10000,tier_3,256,HIPAA,8,512,research_center,0.992,standard,20000
13,mobile_unit_013,100,tier_1,8,PIPEDA,1,64,mobile_unit,0.805,critical,5000
14,edge_device_014,500,tier_2,2,PIPEDA,1,32,edge_device,0.838,high,500
