node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.008853,-92.443688,north_america,America/Chicago
1,Baltimore,USA,39.274111,-76.584366,europe,America/New_York
2,Palo Alto,USA,37.437287,-122.111428,asia_pacific,America/Los_Angeles
3,Boston,USA,42.402864,-71.103207,south_america,America/New_York
4,Los Angeles,USA,34.016537,-118.289711,africa,America/Los_Angeles
5,London,UK,51.48856,-0.138992,north_america,Europe/London
6,Paris,France,48.899683,2.352867,europe,Europe/Paris
7,Tokyo,Japan,35.69593,139.623408,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.340887,103.78795,south_america,Asia/Singapore
9,Sydney,Australia,-33.838171,151.202128,africa,Australia/Sydney
10,Rochester,USA,44.061903,-92.444443,north_america,America/Chicago
11,Baltimore,USA,39.331662,-76.607065,europe,America/New_York
12,Palo Alto,USA,37.490632,-122.114557,asia_pacific,America/Los_Angeles
13,Boston,USA,42.408571,-71.026566,south_america,America/New_York
14,Los Angeles,USA,34.013308,-118.201602,africa,America/Los_Angeles
15,London,UK,51.478162,-0.078233,north_america,Europe/London
16,Paris,France,48.864657,2.379588,europe,Europe/Paris
17,Tokyo,Japan,35.690638,139.660626,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.38997,103.784643,south_america,Asia/Singapore
19,Sydney,Australia,-33.866982,151.215968,africa,Australia/Sydney
