node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,HIPAA_compliant,radiology,2019,private,mayo_clinic,tier1_hospital,4883
1,national,FedRAMP,oncology,1982,mixed,johns_hopkins,tier2_hospital,4095
2,international,ISO27001,cardiology,1989,research_grant,stanford_med,research_center,1346
3,national,FedRAMP,neurology,1977,private,mass_general,mobile_unit,3442
4,local,HIPAA_compliant,pathology,1966,private,ucla_health,edge_device,2370
5,national,HIPAA_compliant,radiology,1969,public,mayo_clinic,tier1_hospital,2839
6,national,HIPAA_compliant,oncology,2014,private,johns_hopkins,tier2_hospital,1750
7,regional,ISO27001,cardiology,1992,public,stanford_med,research_center,2869
8,local,SOC2,neurology,2011,mixed,mass_general,mobile_unit,575
9,national,ISO27001,pathology,2001,mixed,ucla_health,edge_device,2820
