timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753357516.1723886,1,10,"[5, 7, 9, 3]",4,0.4,0.4,"{5: 1.0, 7: 1.0, 9: 1.0, 3: 1.0}",,,
1753357526.18553,2,10,"[0, 9, 1, 6]",4,0.4,0.4,"{0: 1.0, 9: 1.0, 1: 1.0, 6: 1.0}",,,
1753357536.5997057,3,10,"[3, 6, 4, 1]",4,0.4,0.4,"{3: 1.0, 6: 1.0, 4: 1.0, 1: 1.0}",,,
1753357545.254463,4,10,"[6, 1, 8, 4]",4,0.4,0.4,"{6: 1.0, 1: 1.0, 8: 1.0, 4: 1.0}",,,
1753357556.1015577,5,10,"[2, 5, 7, 0]",4,0.4,0.4,"{2: 1.0, 5: 1.0, 7: 1.0, 0: 1.0}",,,
1753357563.5918915,6,10,"[8, 3, 4, 2]",4,0.4,0.4,"{8: 1.0, 3: 1.0, 4: 1.0, 2: 1.0}",,,
1753357568.6807637,7,10,"[9, 0, 7, 6]",4,0.4,0.4,"{9: 1.0, 0: 1.0, 7: 1.0, 6: 1.0}",,,
1753357572.7054584,8,10,"[7, 4, 3, 0]",4,0.4,0.4,"{7: 1.0, 4: 1.0, 3: 1.0, 0: 1.0}",,,
1753357576.6271958,9,10,"[4, 5, 3, 7]",4,0.4,0.4,"{4: 1.0, 5: 1.0, 3: 1.0, 7: 1.0}",,,
1753357581.4447007,10,10,"[4, 9, 1, 6]",4,0.4,0.4,"{4: 1.0, 9: 1.0, 1: 1.0, 6: 1.0}",,,
