node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.993,high,10000
1,clinic_001,1000,tier_2,16,GDPR,8,64,tier2_hospital,0.962,standard,10000
2,research_center_002,5000,tier_3,128,local,16,512,research_center,0.991,standard,100000
3,mobile_unit_003,1000,tier_1,8,local,2,64,mobile_unit,0.814,high,5000
4,edge_device_004,500,tier_2,2,GDPR,1,8,edge_device,0.804,standard,1000
5,hospital_005,2000,tier_1,128,local,16,256,tier1_hospital,0.982,high,10000
6,clinic_006,5000,tier_2,32,local,2,256,tier2_hospital,0.921,standard,10000
7,research_center_007,5000,tier_3,128,local,16,1024,research_center,0.993,critical,20000
8,mobile_unit_008,100,tier_1,4,GDPR,1,16,mobile_unit,0.785,critical,2000
9,edge_device_009,100,tier_2,2,PIPEDA,1,8,edge_device,0.839,critical,2000
10,hospital_010,10000,tier_1,32,local,16,256,tier1_hospital,0.965,standard,20000
11,clinic_011,1000,tier_2,16,local,2,64,tier2_hospital,0.915,critical,10000
12,research_center_012,5000,tier_3,128,local,16,256,research_center,0.987,critical,50000
13,mobile_unit_013,1000,tier_1,4,PIPEDA,1,32,mobile_unit,0.758,high,2000
14,edge_device_014,50,tier_2,4,GDPR,0,8,edge_device,0.735,standard,1000
15,hospital_015,10000,tier_1,64,GDPR,4,512,tier1_hospital,0.976,standard,10000
16,clinic_016,5000,tier_2,16,GDPR,4,256,tier2_hospital,0.904,high,5000
17,research_center_017,5000,tier_3,256,HIPAA,8,512,research_center,0.993,critical,50000
18,mobile_unit_018,100,tier_1,4,PIPEDA,2,64,mobile_unit,0.895,high,5000
19,edge_device_019,100,tier_2,8,HIPAA,1,16,edge_device,0.751,high,2000
