node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,4,256,tier1_hospital,0.98,standard,10000
1,clinic_001,5000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.967,standard,5000
2,research_center_002,20000,tier_3,256,HIPAA,16,1024,research_center,0.985,standard,50000
3,mobile_unit_003,1000,tier_1,8,local,2,16,mobile_unit,0.824,standard,2000
4,edge_device_004,500,tier_2,2,PIPEDA,0,16,edge_device,0.809,high,2000
5,hospital_005,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.961,standard,10000
6,clinic_006,1000,tier_2,32,HIPAA,4,128,tier2_hospital,0.947,high,20000
7,research_center_007,10000,tier_3,256,GDPR,16,512,research_center,0.987,critical,100000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,32,mobile_unit,0.884,critical,5000
9,edge_device_009,100,tier_2,8,PIPEDA,0,32,edge_device,0.822,standard,2000
10,hospital_010,10000,tier_1,64,local,16,128,tier1_hospital,0.988,high,20000
11,clinic_011,1000,tier_2,16,local,2,64,tier2_hospital,0.922,standard,20000
12,research_center_012,20000,tier_3,256,local,32,1024,research_center,0.985,standard,20000
13,mobile_unit_013,500,tier_1,16,HIPAA,2,32,mobile_unit,0.846,high,1000
14,edge_device_014,500,tier_2,2,local,0,8,edge_device,0.737,standard,1000
15,hospital_015,5000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.988,standard,50000
16,clinic_016,2000,tier_2,16,GDPR,4,128,tier2_hospital,0.905,critical,10000
17,research_center_017,10000,tier_3,64,PIPEDA,16,1024,research_center,0.998,critical,20000
18,mobile_unit_018,500,tier_1,8,local,2,32,mobile_unit,0.836,high,1000
19,edge_device_019,100,tier_2,2,local,1,8,edge_device,0.837,high,1000
