edge,weight
0-1,111.04
0-2,2224.51
0-3,4844.31
0-4,113.46
0-5,501.45
0-6,420.86
0-7,1697.28
0-8,1755.39
0-9,957.69
0-10,5557.2
0-11,831.2
0-12,80.9
0-13,880.93
0-14,5142.65
0-15,2085.02
0-16,5084.33
0-17,2119.51
0-18,826.95
0-19,85.31
1-2,83.06
1-3,412.76
1-4,558.58
1-5,479.74
1-6,436.45
1-7,2000.23
1-8,1089.52
1-9,4608.13
1-10,111.66
1-11,1098.56
1-12,89.66
1-13,402.22
1-14,539.65
1-15,1629.16
1-16,5119.1
1-17,4911.04
1-18,1088.04
1-19,467.68
2-3,1603.35
2-4,1954.98
2-5,5868.46
2-6,1027.7
2-7,2347.23
2-8,2118.96
2-9,2050.8
2-10,91.17
2-11,562.34
2-12,91.81
2-13,5525.57
2-14,559.34
2-15,2305.63
2-16,918.82
2-17,4512.36
2-18,4209.61
2-19,5426.34
3-4,1171.62
3-5,1657.11
3-6,503.33
3-7,108.83
3-8,1771.16
3-9,906.18
3-10,100.11
3-11,4274.58
3-12,89.98
3-13,1185.01
3-14,992.86
3-15,427.54
3-16,2346.06
3-17,968.07
3-18,486.76
3-19,505.31
4-5,2106.61
4-6,825.92
4-7,111.83
4-8,4786.01
4-9,544.71
4-10,553.9
4-11,2245.41
4-12,417.25
4-13,1028.26
4-14,576.32
4-15,426.64
4-16,105.01
4-17,526.36
4-18,1097.26
4-19,402.16
5-6,1922.57
5-7,5639.86
5-8,1033.33
5-9,89.99
5-10,4914.45
5-11,855.91
5-12,4808.11
5-13,2378.63
5-14,847.77
5-15,410.05
5-16,4068.54
5-17,587.24
5-18,101.95
5-19,1172.09
6-7,2319.75
6-8,1134.33
6-9,4964.94
6-10,532.27
6-11,1786.42
6-12,116.91
6-13,5237.06
6-14,2319.22
6-15,113.11
6-16,927.85
6-17,118.04
6-18,102.29
6-19,2146.69
7-8,5445.32
7-9,1124.37
7-10,2292.82
7-11,5585.3
7-12,116.45
7-13,1018.03
7-14,1673.51
7-15,830.5
7-16,112.21
7-17,2209.42
7-18,498.02
7-19,86.79
8-9,113.56
8-10,1006.28
8-11,4845.3
8-12,5954.28
8-13,5289.14
8-14,2258.74
8-15,4219.1
8-16,4526.56
8-17,520.18
8-18,5858.54
8-19,493.99
9-10,1626.16
9-11,506.49
9-12,1081.11
9-13,591.41
9-14,2158.7
9-15,4343.5
9-16,4377.03
9-17,576.96
9-18,2057.85
9-19,505.93
10-11,1067.88
10-12,410.75
10-13,503.16
10-14,539.6
10-15,5925.44
10-16,5012.76
10-17,112.39
10-18,5953.63
10-19,2209.75
11-12,5431.57
11-13,5409.76
11-14,2137.4
11-15,4282.33
11-16,591.71
11-17,4063.14
11-18,4197.0
11-19,421.06
12-13,1864.8
12-14,1705.27
12-15,544.8
12-16,809.11
12-17,81.11
12-18,969.51
12-19,1186.87
13-14,94.9
13-15,86.78
13-16,114.49
13-17,433.26
13-18,4316.41
13-19,4777.57
14-15,2060.81
14-16,2259.31
14-17,2069.66
14-18,475.57
14-19,580.47
15-16,1848.24
15-17,5502.23
15-18,486.26
15-19,1118.59
16-17,546.87
16-18,924.42
16-19,2094.1
17-18,4881.38
17-19,5573.53
18-19,5437.7
