node_id,latitude,longitude
0,43.993235,-92.480328
1,39.30256,-76.635875
2,37.438265,-122.121932
3,42.361771,-71.101586
4,34.037492,-118.284811
5,51.53041,-0.12472
6,48.818854,2.302618
7,35.650278,139.679131
8,1.3596,103.854748
9,-33.826373,151.248584
10,43.98927,-92.481016
11,39.261448,-76.614473
12,37.44241,-122.094822
13,42.390912,-71.083969
14,34.053852,-118.250971
15,51.470558,-0.117144
16,48.850231,2.3515
17,35.710624,139.670697
18,1.396606,103.803066
19,-33.88408,151.233387
