node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,2011,research_grant,mayo_clinic,tier1_hospital,1815
1,international,ISO27001,oncology,1991,private,johns_hopkins,tier2_hospital,4481
2,local,FedRAMP,cardiology,1969,mixed,stanford_med,research_center,3129
3,international,FedRAMP,neurology,2001,private,mass_general,mobile_unit,1529
4,international,ISO27001,pathology,2004,mixed,ucla_health,edge_device,2373
5,local,SOC2,radiology,1988,research_grant,mayo_clinic,tier1_hospital,4976
6,regional,HIPAA_compliant,oncology,1961,mixed,johns_hopkins,tier2_hospital,4314
7,local,ISO27001,cardiology,1979,research_grant,stanford_med,research_center,2068
8,regional,FedRAMP,neurology,1979,research_grant,mass_general,mobile_unit,1778
9,international,ISO27001,pathology,1964,public,ucla_health,edge_device,4885
