timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753376070.2838473,1,20,"[19, 0, 5, 11]",4,0.2,0.2,"{19: 1.0, 0: 1.0, 5: 1.0, 11: 1.0}",,,
1753376087.5281546,2,20,"[4, 19, 2, 8]",4,0.2,0.2,"{4: 1.0, 19: 1.0, 2: 1.0, 8: 1.0}",,,
1753376102.7042546,3,20,"[6, 0, 4, 8]",4,0.2,0.2,"{6: 1.0, 0: 1.0, 4: 1.0, 8: 1.0}",,,
1753376119.9263704,4,20,"[17, 13, 8, 3]",4,0.2,0.2,"{17: 1.0, 13: 1.0, 8: 1.0, 3: 1.0}",,,
1753376135.6596131,5,20,"[0, 18, 14, 9]",4,0.2,0.2,"{0: 1.0, 18: 1.0, 14: 1.0, 9: 1.0}",,,
1753376152.3118172,6,20,"[16, 3, 2, 0]",4,0.2,0.2,"{16: 1.0, 3: 1.0, 2: 1.0, 0: 1.0}",,,
1753376167.3172505,7,20,"[16, 17, 5, 12]",4,0.2,0.2,"{16: 1.0, 17: 1.0, 5: 1.0, 12: 1.0}",,,
1753376185.261018,8,20,"[0, 16, 19, 12]",4,0.2,0.2,"{0: 1.0, 16: 1.0, 19: 1.0, 12: 1.0}",,,
1753376189.3037252,9,20,"[2, 17, 15, 3]",4,0.2,0.2,"{2: 1.0, 17: 1.0, 15: 1.0, 3: 1.0}",,,
1753376202.6778867,10,20,"[16, 15, 0, 12]",4,0.2,0.2,"{16: 1.0, 15: 1.0, 0: 1.0, 12: 1.0}",,,
