node_id,latitude,longitude
0,44.055706,-92.477751
1,39.299564,-76.624314
2,37.487672,-122.188438
3,42.312878,-71.082926
4,34.06193,-118.197977
5,51.539772,-0.164345
6,48.904164,2.313364
7,35.680053,139.697002
8,1.355639,103.862241
9,-33.845324,151.251524
10,44.035043,-92.457582
11,39.28147,-76.644793
12,37.415697,-122.095686
13,42.371962,-71.084683
14,34.010698,-118.24795
15,51.478232,-0.152086
16,48.862205,2.32256
17,35.724135,139.676536
18,1.347918,103.865128
19,-33.872148,151.233411
