node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.029615,-92.476061,north_america,America/Chicago
1,Baltimore,USA,39.300028,-76.647017,europe,America/New_York
2,Palo Alto,USA,37.465386,-122.150221,asia_pacific,America/Los_Angeles
3,Boston,USA,42.365001,-71.078827,south_america,America/New_York
4,Los Angeles,USA,34.037289,-118.259741,africa,America/Los_Angeles
5,London,UK,51.477682,-0.102462,north_america,Europe/London
6,Paris,France,48.862472,2.347719,europe,Europe/Paris
7,Tokyo,Japan,35.671025,139.696706,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.370827,103.776476,south_america,Asia/Singapore
9,Sydney,Australia,-33.900354,151.192089,africa,Australia/Sydney
