activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749446844.7395062,1
aggregation,,False,,,1,GossipAvg,1749446851.4809327,
aggregation,,True,,,1,GossipAvg,1749446851.4809477,
aggregation,,False,,,1,GossipAvg,1749446851.4809544,
model_update,,,,198.0601637538036,1,,1749446853.27857,
local_training,,,{},,2,,1749446853.7648613,1
aggregation,,False,,,2,GossipAvg,1749446862.7943342,
aggregation,,True,,,2,GossipAvg,1749446862.7943535,
aggregation,,False,,,2,GossipAvg,1749446862.794361,
model_update,,,,503.53199413074407,2,,1749446864.6979797,
local_training,,,{},,3,,1749446865.1821978,1
aggregation,,False,,,3,GossipAvg,1749446872.0094328,
aggregation,,True,,,3,GossipAvg,1749446872.0094395,
aggregation,,False,,,3,GossipAvg,1749446872.0094469,
model_update,,,,163.87125527924144,3,,1749446873.9536898,
