node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,4,512,tier1_hospital,0.976,high,50000
1,clinic_001,5000,tier_2,32,GDPR,4,256,tier2_hospital,0.912,standard,5000
2,research_center_002,20000,tier_3,128,HIPAA,8,1024,research_center,0.994,high,20000
3,mobile_unit_003,100,tier_1,4,PIPEDA,1,16,mobile_unit,0.833,critical,1000
4,edge_device_004,50,tier_2,2,HIPAA,0,16,edge_device,0.829,critical,1000
5,hospital_005,5000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.962,high,50000
6,clinic_006,2000,tier_2,64,local,4,256,tier2_hospital,0.956,standard,10000
7,research_center_007,5000,tier_3,64,PIPEDA,8,512,research_center,0.991,critical,20000
8,mobile_unit_008,500,tier_1,4,GDPR,1,32,mobile_unit,0.874,high,2000
9,edge_device_009,500,tier_2,8,local,1,16,edge_device,0.81,critical,1000
10,hospital_010,5000,tier_1,32,GDPR,8,256,tier1_hospital,0.966,standard,10000
11,clinic_011,2000,tier_2,64,HIPAA,2,64,tier2_hospital,0.956,critical,5000
12,research_center_012,5000,tier_3,256,PIPEDA,16,1024,research_center,0.993,standard,100000
13,mobile_unit_013,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.831,critical,1000
14,edge_device_014,50,tier_2,2,HIPAA,0,8,edge_device,0.798,high,1000
