edge,weight
0-1,80.39
0-2,4693.52
0-3,2044.55
0-4,421.95
0-5,2056.66
0-6,1000.95
0-7,5252.66
0-8,4144.79
0-9,860.42
0-10,546.98
0-11,1144.13
0-12,1611.02
0-13,4475.09
0-14,2186.99
1-2,4816.8
1-3,495.19
1-4,4423.9
1-5,99.74
1-6,4705.25
1-7,1006.99
1-8,454.7
1-9,1013.7
1-10,91.3
1-11,2333.6
1-12,84.46
1-13,439.1
1-14,112.55
2-3,4438.41
2-4,102.95
2-5,2237.78
2-6,1116.8
2-7,830.29
2-8,5926.77
2-9,5907.6
2-10,94.48
2-11,1854.71
2-12,1939.57
2-13,1668.83
2-14,112.19
3-4,2357.01
3-5,833.85
3-6,1050.64
3-7,83.62
3-8,88.58
3-9,1846.84
3-10,459.47
3-11,2110.46
3-12,951.47
3-13,1176.01
3-14,1173.07
4-5,91.25
4-6,1065.85
4-7,4645.44
4-8,104.12
4-9,5646.14
4-10,1195.06
4-11,5713.93
4-12,1904.57
4-13,586.87
4-14,2225.39
5-6,5741.16
5-7,1116.68
5-8,410.29
5-9,1040.17
5-10,101.82
5-11,1095.36
5-12,81.88
5-13,1830.7
5-14,509.99
6-7,5295.22
6-8,442.55
6-9,5936.38
6-10,1643.28
6-11,545.59
6-12,433.99
6-13,87.29
6-14,112.12
7-8,2203.8
7-9,529.24
7-10,5385.8
7-11,5323.98
7-12,1824.46
7-13,118.07
7-14,1604.08
8-9,1168.23
8-10,107.62
8-11,1027.94
8-12,109.23
8-13,97.03
8-14,5869.07
9-10,838.83
9-11,571.13
9-12,4419.48
9-13,915.31
9-14,2296.91
10-11,5136.9
10-12,481.17
10-13,1189.93
10-14,527.44
11-12,93.61
11-13,86.96
11-14,505.94
12-13,1157.14
12-14,5008.21
13-14,2074.49
