node_id,latitude,longitude
0,44.032596,-92.438803
1,39.331595,-76.572053
2,37.428014,-122.119753
3,42.402685,-71.105038
4,34.074763,-118.268263
5,51.518888,-0.105266
6,48.839605,2.34202
7,35.682497,139.630676
8,1.382685,103.772645
9,-33.901306,151.205672
10,44.028751,-92.471116
11,39.326784,-76.628244
12,37.473054,-122.181093
13,42.335101,-71.039387
14,34.086888,-118.273141
15,51.548016,-0.159909
16,48.835674,2.387489
17,35.670506,139.652182
18,1.329896,103.798615
19,-33.834424,151.195125
