node_id,latitude,longitude
0,44.051825,-92.444637
1,39.252073,-76.655518
2,37.414198,-122.185892
3,42.400821,-71.087096
4,34.045485,-118.27686
5,51.468547,-0.096524
6,48.842563,2.343851
7,35.6479,139.635001
8,1.372503,103.845332
9,-33.861911,151.234451
10,44.011045,-92.428647
11,39.28147,-76.578762
12,37.464383,-122.181468
13,42.368019,-71.022816
14,34.021527,-118.206077
15,51.482363,-0.09904
16,48.817156,2.342138
17,35.642949,139.69611
18,1.397161,103.824042
19,-33.853336,151.239737
