node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,8,128,tier1_hospital,0.999,high,10000
1,clinic_001,1000,tier_2,64,PIPEDA,8,64,tier2_hospital,0.973,high,5000
2,research_center_002,10000,tier_3,64,GDPR,32,256,research_center,0.981,critical,50000
3,mobile_unit_003,500,tier_1,16,GDPR,1,64,mobile_unit,0.778,high,1000
4,edge_device_004,500,tier_2,2,GDPR,1,16,edge_device,0.899,critical,2000
5,hospital_005,5000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.973,standard,50000
6,clinic_006,5000,tier_2,16,GDPR,8,256,tier2_hospital,0.964,standard,10000
7,research_center_007,5000,tier_3,64,PIPEDA,16,1024,research_center,0.985,high,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.752,high,5000
9,edge_device_009,100,tier_2,4,PIPEDA,1,16,edge_device,0.772,standard,500
10,hospital_010,2000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.954,standard,50000
11,clinic_011,5000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.978,critical,20000
12,research_center_012,10000,tier_3,256,PIPEDA,32,1024,research_center,0.986,critical,100000
13,mobile_unit_013,500,tier_1,16,HIPAA,1,16,mobile_unit,0.814,high,1000
14,edge_device_014,100,tier_2,4,local,0,16,edge_device,0.736,high,500
