node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,4,128,tier1_hospital,0.985,high,50000
1,clinic_001,5000,tier_2,32,local,8,64,tier2_hospital,0.953,critical,5000
2,research_center_002,5000,tier_3,128,PIPEDA,32,256,research_center,0.996,standard,100000
3,mobile_unit_003,100,tier_1,4,local,2,64,mobile_unit,0.81,standard,2000
4,edge_device_004,100,tier_2,2,HIPAA,1,16,edge_device,0.817,standard,500
5,hospital_005,5000,tier_1,64,HIPAA,4,256,tier1_hospital,0.955,standard,20000
6,clinic_006,5000,tier_2,32,GDPR,4,128,tier2_hospital,0.901,standard,10000
7,research_center_007,5000,tier_3,256,PIPEDA,32,512,research_center,0.993,high,50000
8,mobile_unit_008,1000,tier_1,8,GDPR,2,64,mobile_unit,0.855,critical,2000
9,edge_device_009,500,tier_2,2,GDPR,0,16,edge_device,0.718,standard,2000
10,hospital_010,2000,tier_1,64,local,8,256,tier1_hospital,0.989,standard,50000
11,clinic_011,1000,tier_2,16,GDPR,8,64,tier2_hospital,0.936,standard,5000
12,research_center_012,5000,tier_3,64,local,32,512,research_center,0.99,standard,100000
13,mobile_unit_013,1000,tier_1,16,HIPAA,1,64,mobile_unit,0.878,standard,5000
14,edge_device_014,100,tier_2,2,HIPAA,1,16,edge_device,0.741,critical,500
