node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.03979,-92.488693,north_america,America/Chicago
1,Baltimore,USA,39.325209,-76.595554,europe,America/New_York
2,Palo Alto,USA,37.475911,-122.096011,asia_pacific,America/Los_Angeles
3,Boston,USA,42.351343,-71.039083,south_america,America/New_York
4,Los Angeles,USA,34.030598,-118.261814,africa,America/Los_Angeles
5,London,UK,51.48337,-0.085705,north_america,Europe/London
6,Paris,France,48.858954,2.359909,europe,Europe/Paris
7,Tokyo,Japan,35.675807,139.692002,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.317122,103.858938,south_america,Asia/Singapore
9,Sydney,Australia,-33.910672,151.254958,africa,Australia/Sydney
10,Rochester,USA,44.047317,-92.518205,north_america,America/Chicago
11,Baltimore,USA,39.299882,-76.580139,europe,America/New_York
12,Palo Alto,USA,37.417527,-122.179774,asia_pacific,America/Los_Angeles
13,Boston,USA,42.3979,-71.029424,south_america,America/New_York
14,Los Angeles,USA,34.097921,-118.271544,africa,America/Los_Angeles
