node_id,latitude,longitude
0,44.066992,-92.49987
1,39.282182,-76.612339
2,37.463741,-122.101628
3,42.386871,-71.054503
4,34.003813,-118.255978
5,51.521244,-0.152873
6,48.856178,2.321991
7,35.651844,139.601123
8,1.32971,103.811404
9,-33.824289,151.246872
10,44.060913,-92.441256
11,39.295915,-76.648665
12,37.43442,-122.176644
13,42.329389,-71.104387
14,34.078016,-118.239819
15,51.505238,-0.110989
16,48.833484,2.358424
17,35.71319,139.614677
18,1.384137,103.771831
19,-33.833063,151.204445
