node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,HIPAA_compliant,Rochester,USA,radiology,2018,public,mayo_clinic,tier1_hospital,north_america,1012,America/Chicago
1,international,FedRAMP,Baltimore,USA,oncology,1993,mixed,johns_hopkins,tier2_hospital,europe,2381,America/New_York
2,local,FedRAMP,Palo Alto,USA,cardiology,1982,research_grant,stanford_med,research_center,asia_pacific,2106,America/Los_Angeles
3,regional,ISO27001,Boston,USA,neurology,1976,research_grant,mass_general,mobile_unit,south_america,4692,America/New_York
4,local,SOC2,Los Angeles,USA,pathology,1969,public,ucla_health,edge_device,africa,1327,America/Los_Angeles
5,regional,ISO27001,London,UK,radiology,1968,mixed,mayo_clinic,tier1_hospital,north_america,2166,Europe/London
6,international,ISO27001,Paris,France,oncology,2003,private,johns_hopkins,tier2_hospital,europe,3908,Europe/Paris
7,local,ISO27001,Tokyo,Japan,cardiology,2015,mixed,stanford_med,research_center,asia_pacific,3019,Asia/Tokyo
8,local,FedRAMP,Singapore,Singapore,neurology,1993,public,mass_general,mobile_unit,south_america,979,Asia/Singapore
9,international,FedRAMP,Sydney,Australia,pathology,1961,mixed,ucla_health,edge_device,africa,1242,Australia/Sydney
10,regional,HIPAA_compliant,Rochester,USA,radiology,2014,private,mayo_clinic,tier1_hospital,north_america,4746,America/Chicago
11,regional,FedRAMP,Baltimore,USA,oncology,1960,research_grant,johns_hopkins,tier2_hospital,europe,4713,America/New_York
12,international,HIPAA_compliant,Palo Alto,USA,cardiology,2015,research_grant,stanford_med,research_center,asia_pacific,1824,America/Los_Angeles
13,international,ISO27001,Boston,USA,neurology,1970,mixed,mass_general,mobile_unit,south_america,3493,America/New_York
14,international,HIPAA_compliant,Los Angeles,USA,pathology,1953,public,ucla_health,edge_device,africa,3539,America/Los_Angeles
15,international,HIPAA_compliant,London,UK,radiology,2005,mixed,mayo_clinic,tier1_hospital,north_america,991,Europe/London
16,local,ISO27001,Paris,France,oncology,2003,mixed,johns_hopkins,tier2_hospital,europe,4927,Europe/Paris
17,international,FedRAMP,Tokyo,Japan,cardiology,1958,research_grant,stanford_med,research_center,asia_pacific,3120,Asia/Tokyo
18,national,HIPAA_compliant,Singapore,Singapore,neurology,1962,private,mass_general,mobile_unit,south_america,4752,Asia/Singapore
19,local,ISO27001,Sydney,Australia,pathology,1986,research_grant,ucla_health,edge_device,africa,2289,Australia/Sydney
