node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,2002,research_grant,mayo_clinic,tier1_hospital,2226
1,local,ISO27001,oncology,1988,mixed,johns_hopkins,tier2_hospital,1406
2,international,FedRAMP,cardiology,1950,private,stanford_med,research_center,4858
3,international,FedRAMP,neurology,2004,research_grant,mass_general,mobile_unit,1749
4,regional,HIPAA_compliant,pathology,1968,private,ucla_health,edge_device,3011
5,regional,SOC2,radiology,1957,research_grant,mayo_clinic,tier1_hospital,4455
6,national,ISO27001,oncology,2014,research_grant,johns_hopkins,tier2_hospital,1379
7,international,HIPAA_compliant,cardiology,1961,public,stanford_med,research_center,3860
8,national,HIPAA_compliant,neurology,1986,private,mass_general,mobile_unit,1434
9,regional,SOC2,pathology,1992,public,ucla_health,edge_device,3815
10,national,SOC2,radiology,1958,research_grant,mayo_clinic,tier1_hospital,2718
11,international,HIPAA_compliant,oncology,1997,public,johns_hopkins,tier2_hospital,2957
12,national,HIPAA_compliant,cardiology,1992,public,stanford_med,research_center,1532
13,regional,ISO27001,neurology,1980,public,mass_general,mobile_unit,930
14,national,FedRAMP,pathology,2014,research_grant,ucla_health,edge_device,1925
15,national,HIPAA_compliant,radiology,2000,mixed,mayo_clinic,tier1_hospital,3810
16,regional,ISO27001,oncology,1952,mixed,johns_hopkins,tier2_hospital,1409
17,national,ISO27001,cardiology,1986,research_grant,stanford_med,research_center,3133
18,national,ISO27001,neurology,1966,research_grant,mass_general,mobile_unit,459
19,local,ISO27001,pathology,1962,private,ucla_health,edge_device,3238
