node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,4,256,tier1_hospital,0.983,standard,20000
1,clinic_001,1000,tier_2,32,HIPAA,8,256,tier2_hospital,0.978,high,20000
2,research_center_002,5000,tier_3,64,local,8,512,research_center,0.999,high,100000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.813,standard,5000
4,edge_device_004,100,tier_2,8,GDPR,1,16,edge_device,0.899,high,500
5,hospital_005,10000,tier_1,32,GDPR,8,512,tier1_hospital,0.975,high,10000
6,clinic_006,5000,tier_2,32,local,2,128,tier2_hospital,0.928,critical,10000
7,research_center_007,10000,tier_3,128,local,16,1024,research_center,0.994,standard,100000
8,mobile_unit_008,500,tier_1,8,GDPR,1,64,mobile_unit,0.758,standard,1000
9,edge_device_009,50,tier_2,2,HIPAA,1,32,edge_device,0.703,high,500
