round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.188467502593994,3.1699929237365723,3.1819522380828857,3.1879611015319824,3.1883392333984375,3.1699929237365723,3.1699929237365723,3.1699929237365723,3.1699929237365723,3.1699929237365723
2,3.183715343475342,3.170210599899292,3.170210599899292,3.170210599899292,3.1638894081115723,3.170210599899292,3.170210599899292,3.170210599899292,3.2073333263397217,3.193380355834961
3,3.17764949798584,3.20068359375,3.1767544746398926,3.1725363731384277,3.1720030307769775,3.1725363731384277,3.1725363731384277,3.1725363731384277,3.1725363731384277,3.1725363731384277
4,3.172999382019043,3.18049955368042,3.172999382019043,3.1935601234436035,3.172999382019043,3.2090842723846436,3.172999382019043,3.172999382019043,3.172999382019043,3.182478189468384
5,3.177093505859375,3.177093505859375,3.177093505859375,3.177093505859375,3.1895666122436523,3.1890480518341064,3.177093505859375,3.177093505859375,3.1866214275360107,3.183656930923462
6,3.1882448196411133,3.1983087062835693,3.178927183151245,3.178927183151245,3.1959547996520996,3.178927183151245,3.178927183151245,3.178927183151245,3.1870133876800537,3.178927183151245
7,3.182129144668579,3.182129144668579,3.182129144668579,3.189850091934204,3.182129144668579,3.204633951187134,3.1988344192504883,3.182129144668579,3.182129144668579,3.1857893466949463
8,3.184128761291504,3.184128761291504,3.184128761291504,3.1988580226898193,3.1862590312957764,3.184128761291504,3.188420534133911,3.184128761291504,3.184128761291504,3.184483528137207
9,3.1984710693359375,3.1760332584381104,3.1847169399261475,3.1847169399261475,3.189530372619629,3.1938397884368896,3.1847169399261475,3.1847169399261475,3.1847169399261475,3.1847169399261475
10,3.1943421363830566,3.1841702461242676,3.1869046688079834,3.1841702461242676,3.1841702461242676,3.188750743865967,3.1841702461242676,3.1895387172698975,3.1841702461242676,3.1841702461242676
