node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,8,512,tier1_hospital,0.964,high,50000
1,clinic_001,2000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.975,critical,10000
2,research_center_002,5000,tier_3,64,HIPAA,8,512,research_center,0.985,standard,20000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.897,standard,2000
4,edge_device_004,500,tier_2,2,local,0,32,edge_device,0.824,standard,2000
5,hospital_005,2000,tier_1,128,GDPR,8,256,tier1_hospital,0.993,high,20000
6,clinic_006,2000,tier_2,64,GDPR,2,256,tier2_hospital,0.919,high,5000
7,research_center_007,10000,tier_3,64,HIPAA,32,256,research_center,0.99,critical,20000
8,mobile_unit_008,1000,tier_1,16,local,1,16,mobile_unit,0.812,standard,1000
9,edge_device_009,50,tier_2,8,HIPAA,0,32,edge_device,0.876,high,500
