node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.043257,-92.445482,north_america,America/Chicago
1,Baltimore,USA,39.264514,-76.652942,europe,America/New_York
2,Palo Alto,USA,37.482748,-122.137494,asia_pacific,America/Los_Angeles
3,Boston,USA,42.348631,-71.052904,south_america,America/New_York
4,Los Angeles,USA,34.012859,-118.274462,africa,America/Los_Angeles
5,London,UK,51.525766,-0.155202,north_america,Europe/London
6,Paris,France,48.865175,2.303659,europe,Europe/Paris
7,Tokyo,Japan,35.638236,139.671364,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.35729,103.800623,south_america,Asia/Singapore
9,Sydney,Australia,-33.91369,151.170167,africa,Australia/Sydney
10,Rochester,USA,44.069375,-92.499587,north_america,America/Chicago
11,Baltimore,USA,39.271409,-76.570829,europe,America/New_York
12,Palo Alto,USA,37.482911,-122.148101,asia_pacific,America/Los_Angeles
13,Boston,USA,42.326925,-71.106566,south_america,America/New_York
14,Los Angeles,USA,34.07778,-118.278131,africa,America/Los_Angeles
