edge,weight
0-1,4973.11
0-2,2167.2
0-3,1970.09
0-4,515.36
0-5,996.85
0-6,5011.93
0-7,955.88
0-8,489.22
0-9,103.78
1-2,1035.2
1-3,108.42
1-4,4939.83
1-5,2167.14
1-6,2260.7
1-7,89.23
1-8,990.37
1-9,598.37
2-3,5581.04
2-4,2143.09
2-5,924.32
2-6,530.6
2-7,116.8
2-8,1601.15
2-9,105.8
3-4,112.11
3-5,118.38
3-6,485.2
3-7,5798.3
3-8,106.5
3-9,970.65
4-5,95.26
4-6,5386.48
4-7,464.37
4-8,538.85
4-9,4009.92
5-6,1648.97
5-7,4959.06
5-8,97.79
5-9,565.71
6-7,947.6
6-8,511.21
6-9,531.94
7-8,100.9
7-9,573.74
8-9,5416.93
