node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,ISO27001,Rochester,USA,radiology,1974,public,mayo_clinic,tier1_hospital,north_america,3077,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,2001,research_grant,johns_hopkins,tier2_hospital,europe,2406,America/New_York
2,regional,HIPAA_compliant,Palo Alto,USA,cardiology,1977,private,stanford_med,research_center,asia_pacific,524,America/Los_Angeles
3,national,SOC2,Boston,USA,neurology,1963,research_grant,mass_general,mobile_unit,south_america,4025,America/New_York
4,local,FedRAMP,Los Angeles,USA,pathology,1968,public,ucla_health,edge_device,africa,2001,America/Los_Angeles
5,regional,HIPAA_compliant,London,UK,radiology,1991,private,mayo_clinic,tier1_hospital,north_america,3779,Europe/London
6,international,ISO27001,Paris,France,oncology,1975,research_grant,johns_hopkins,tier2_hospital,europe,239,Europe/Paris
7,national,SOC2,Tokyo,Japan,cardiology,1967,mixed,stanford_med,research_center,asia_pacific,583,Asia/Tokyo
8,international,FedRAMP,Singapore,Singapore,neurology,1968,research_grant,mass_general,mobile_unit,south_america,2017,Asia/Singapore
9,regional,FedRAMP,Sydney,Australia,pathology,1988,public,ucla_health,edge_device,africa,558,Australia/Sydney
