node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,ISO27001,radiology,1991,private,mayo_clinic,tier1_hospital,4885
1,regional,FedRAMP,oncology,1977,public,johns_hopkins,tier2_hospital,1371
2,international,FedRAMP,cardiology,1982,private,stanford_med,research_center,2661
3,local,HIPAA_compliant,neurology,1988,private,mass_general,mobile_unit,858
4,local,SOC2,pathology,1985,public,ucla_health,edge_device,800
5,international,FedRAMP,radiology,1951,public,mayo_clinic,tier1_hospital,1315
6,international,ISO27001,oncology,1952,mixed,johns_hopkins,tier2_hospital,3453
7,local,SOC2,cardiology,2005,private,stanford_med,research_center,4742
8,local,ISO27001,neurology,1979,private,mass_general,mobile_unit,3379
9,international,FedRAMP,pathology,2003,research_grant,ucla_health,edge_device,3511
10,local,SOC2,radiology,1988,mixed,mayo_clinic,tier1_hospital,4327
11,regional,HIPAA_compliant,oncology,1951,research_grant,johns_hopkins,tier2_hospital,1374
12,local,HIPAA_compliant,cardiology,1986,public,stanford_med,research_center,975
13,national,SOC2,neurology,2002,research_grant,mass_general,mobile_unit,3398
14,national,HIPAA_compliant,pathology,1957,research_grant,ucla_health,edge_device,2917
15,regional,ISO27001,radiology,1969,private,mayo_clinic,tier1_hospital,2363
16,regional,HIPAA_compliant,oncology,1976,private,johns_hopkins,tier2_hospital,4656
17,international,HIPAA_compliant,cardiology,1951,mixed,stanford_med,research_center,1089
18,international,ISO27001,neurology,2004,research_grant,mass_general,mobile_unit,2989
19,regional,HIPAA_compliant,pathology,1981,research_grant,ucla_health,edge_device,1964
