node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.994,high,20000
1,clinic_001,5000,tier_2,32,HIPAA,8,128,tier2_hospital,0.905,high,5000
2,research_center_002,5000,tier_3,64,PIPEDA,8,256,research_center,0.983,high,20000
3,mobile_unit_003,100,tier_1,16,local,2,64,mobile_unit,0.794,critical,5000
4,edge_device_004,50,tier_2,8,HIPAA,0,16,edge_device,0.873,critical,500
5,hospital_005,2000,tier_1,32,local,8,128,tier1_hospital,0.991,standard,50000
6,clinic_006,5000,tier_2,16,HIPAA,2,256,tier2_hospital,0.947,standard,10000
7,research_center_007,20000,tier_3,128,PIPEDA,16,1024,research_center,0.996,critical,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.804,critical,1000
9,edge_device_009,100,tier_2,2,HIPAA,1,8,edge_device,0.716,critical,500
10,hospital_010,5000,tier_1,64,GDPR,8,128,tier1_hospital,0.983,standard,20000
11,clinic_011,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.909,high,5000
12,research_center_012,5000,tier_3,64,HIPAA,8,1024,research_center,0.995,critical,100000
13,mobile_unit_013,1000,tier_1,16,PIPEDA,1,64,mobile_unit,0.824,critical,1000
14,edge_device_014,500,tier_2,8,GDPR,0,16,edge_device,0.715,standard,1000
15,hospital_015,2000,tier_1,64,HIPAA,4,512,tier1_hospital,0.957,standard,10000
16,clinic_016,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.934,high,5000
17,research_center_017,20000,tier_3,128,PIPEDA,8,512,research_center,0.994,high,20000
18,mobile_unit_018,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.763,critical,2000
19,edge_device_019,500,tier_2,2,local,0,32,edge_device,0.718,critical,1000
20,hospital_020,5000,tier_1,32,local,16,128,tier1_hospital,0.956,critical,50000
21,clinic_021,1000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.943,critical,10000
22,research_center_022,5000,tier_3,128,PIPEDA,16,512,research_center,0.992,standard,100000
23,mobile_unit_023,500,tier_1,8,HIPAA,1,32,mobile_unit,0.829,high,1000
24,edge_device_024,100,tier_2,8,HIPAA,1,8,edge_device,0.701,high,1000
