activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749451023.8061743,1
aggregation,,False,,,1,GossipAvg,1749451038.6194324,
aggregation,,True,,,1,GossipAvg,1749451038.6194408,
aggregation,,False,,,1,GossipAvg,1749451038.6194537,
model_update,,,,0.27448947768709314,1,,1749451041.2824616,
local_training,,,{},,2,,1749451041.7958581,1
aggregation,,False,,,2,GossipAvg,1749451056.3801835,
aggregation,,True,,,2,GossipAvg,1749451056.3801906,
aggregation,,False,,,2,GossipAvg,1749451056.380271,
model_update,,,,0.20154295719875437,2,,1749451059.1351006,
local_training,,,{},,3,,1749451059.6505375,1
aggregation,,False,,,3,GossipAvg,1749451074.1764894,
aggregation,,True,,,3,GossipAvg,1749451074.1764956,
aggregation,,False,,,3,GossipAvg,1749451074.1765752,
model_update,,,,0.38117657087943263,3,,1749451077.0245347,
