node_id,latitude,longitude
0,44.004219,-92.501632
1,39.251922,-76.582856
2,37.444577,-122.120935
3,42.31943,-71.027795
4,34.035619,-118.278244
5,51.474977,-0.113296
6,48.836253,2.366827
7,35.666055,139.682001
8,1.30361,103.801636
9,-33.826265,151.207633
10,44.026131,-92.464529
11,39.250396,-76.580524
12,37.41618,-122.136119
13,42.322382,-71.057595
14,34.02942,-118.293079
15,51.512354,-0.159127
16,48.874743,2.32912
17,35.666655,139.643711
18,1.349743,103.860278
19,-33.897627,151.249249
