activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749398108.9258516,1
aggregation,,True,,,1,GossipAvg,1749398121.2894237,
aggregation,,False,,,1,GossipAvg,1749398121.2894304,
model_update,,,,6.712036821490495,1,,1749398121.3954768,
local_training,,,{},,2,,1749398121.726141,1
aggregation,,True,,,2,GossipAvg,1749398125.1078963,
aggregation,,False,,,2,GossipAvg,1749398125.1079037,
model_update,,,,6.790479589417058,2,,1749398125.2049627,
local_training,,,{},,3,,1749398125.5277016,1
aggregation,,True,,,3,GossipAvg,1749398128.9538183,
aggregation,,False,,,3,GossipAvg,1749398128.9538245,
model_update,,,,6.7891551911387324,3,,1749398129.048112,
