param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,1,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,2,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,3,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,4,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,5,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,6,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,7,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,8,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,0,9,1749449530.5856118,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,0,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,2,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,3,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,4,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,5,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,6,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,7,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,8,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,1,9,1749449530.5856838,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,0,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,1,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,3,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,4,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,5,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,6,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,7,1749449530.585721,parameter_transfer
"{'norm': 3.300954580307007, 'mean': -0.00036752154119312763, 'std': 0.11230015009641647}",1,2,8,1749449530.585721,parameter_transfer
