node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.071425,-92.488992,north_america,America/Chicago
1,Baltimore,USA,39.280779,-76.602398,europe,America/New_York
2,Palo Alto,USA,37.42792,-122.188692,asia_pacific,America/Los_Angeles
3,Boston,USA,42.324407,-71.05743,south_america,America/New_York
4,Los Angeles,USA,34.062543,-118.25959,africa,America/Los_Angeles
5,London,UK,51.513304,-0.152378,north_america,Europe/London
6,Paris,France,48.869808,2.35334,europe,Europe/Paris
7,Tokyo,Japan,35.711745,139.667901,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.367113,103.835785,south_america,Asia/Singapore
9,Sydney,Australia,-33.845223,151.182496,africa,Australia/Sydney
