edge,weight
0-1,4971.98
0-2,87.67
0-3,519.8
0-4,2142.08
0-5,2032.17
0-6,891.03
0-7,963.58
0-8,1871.29
0-9,5590.26
1-2,458.15
1-3,942.51
1-4,96.15
1-5,5343.94
1-6,2287.37
1-7,5290.56
1-8,1761.64
1-9,801.01
2-3,118.15
2-4,1679.75
2-5,5034.24
2-6,813.69
2-7,4997.57
2-8,5204.37
2-9,93.23
3-4,1629.39
3-5,1190.1
3-6,2180.32
3-7,92.21
3-8,467.96
3-9,2004.84
4-5,1789.73
4-6,5958.83
4-7,2137.07
4-8,88.87
4-9,108.6
5-6,1183.62
5-7,810.54
5-8,2003.87
5-9,91.68
6-7,544.78
6-8,1097.0
6-9,415.4
7-8,84.44
7-9,115.12
8-9,4150.35
