edge,weight
0-1,585.07
0-2,5915.78
0-3,102.06
0-4,432.9
0-5,1878.84
0-6,420.88
0-7,1654.78
0-8,500.59
0-9,532.56
0-10,5614.17
0-11,498.78
0-12,2395.57
0-13,4520.24
0-14,2079.94
1-2,99.63
1-3,5618.41
1-4,1997.76
1-5,496.3
1-6,416.42
1-7,490.22
1-8,564.9
1-9,4992.5
1-10,465.88
1-11,90.92
1-12,480.12
1-13,5894.94
1-14,920.41
2-3,1027.26
2-4,518.11
2-5,435.85
2-6,1814.18
2-7,430.65
2-8,4426.99
2-9,109.72
2-10,2352.91
2-11,5749.94
2-12,1804.58
2-13,970.39
2-14,4978.65
3-4,1013.58
3-5,91.5
3-6,90.8
3-7,2036.07
3-8,105.1
3-9,876.9
3-10,4582.71
3-11,4011.8
3-12,2284.16
3-13,102.53
3-14,1031.72
4-5,2031.27
4-6,2112.52
4-7,2362.86
4-8,1902.87
4-9,4193.52
4-10,111.64
4-11,545.61
4-12,1019.3
4-13,521.4
4-14,92.59
5-6,2214.05
5-7,908.44
5-8,4901.81
5-9,4298.06
5-10,4739.19
5-11,555.85
5-12,547.48
5-13,2069.7
5-14,900.99
6-7,5354.72
6-8,5527.67
6-9,103.29
6-10,1673.11
6-11,109.39
6-12,99.83
6-13,5423.81
6-14,103.47
7-8,533.83
7-9,538.6
7-10,2305.36
7-11,91.3
7-12,110.8
7-13,100.23
7-14,2370.88
8-9,844.53
8-10,1921.76
8-11,988.22
8-12,2222.13
8-13,873.05
8-14,1110.75
9-10,4123.48
9-11,2191.43
9-12,433.0
9-13,488.44
9-14,5192.4
10-11,1732.52
10-12,106.04
10-13,1626.91
10-14,1096.73
11-12,512.61
11-13,86.64
11-14,4843.32
12-13,108.11
12-14,1680.45
13-14,5701.26
