node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,16,128,tier1_hospital,0.955,high,20000
1,clinic_001,1000,tier_2,16,GDPR,8,256,tier2_hospital,0.913,critical,20000
2,research_center_002,10000,tier_3,64,HIPAA,16,1024,research_center,0.986,high,50000
3,mobile_unit_003,100,tier_1,4,local,1,64,mobile_unit,0.841,high,2000
4,edge_device_004,500,tier_2,4,HIPAA,0,8,edge_device,0.777,standard,2000
5,hospital_005,10000,tier_1,32,PIPEDA,16,512,tier1_hospital,0.979,standard,10000
6,clinic_006,5000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.952,high,20000
7,research_center_007,10000,tier_3,64,HIPAA,16,256,research_center,0.998,standard,100000
8,mobile_unit_008,1000,tier_1,8,GDPR,2,32,mobile_unit,0.847,high,5000
9,edge_device_009,50,tier_2,4,local,0,16,edge_device,0.782,standard,1000
