edge,weight
0-1,427.19
0-2,1058.96
0-3,2086.76
0-4,112.62
0-5,1924.55
0-6,536.85
0-7,592.66
0-8,99.01
0-9,112.78
0-10,555.88
0-11,108.02
0-12,1678.61
0-13,2025.85
0-14,2197.5
0-15,590.56
0-16,569.67
0-17,538.31
0-18,530.91
0-19,467.9
1-2,5913.13
1-3,1154.53
1-4,1152.68
1-5,1919.76
1-6,96.39
1-7,1761.21
1-8,859.26
1-9,105.5
1-10,2294.55
1-11,2269.25
1-12,2125.45
1-13,5508.49
1-14,85.98
1-15,2019.05
1-16,593.46
1-17,4375.16
1-18,1131.2
1-19,597.73
2-3,507.56
2-4,558.99
2-5,5738.08
2-6,1072.79
2-7,2040.9
2-8,1908.51
2-9,113.55
2-10,552.08
2-11,823.08
2-12,81.45
2-13,801.93
2-14,540.1
2-15,5393.86
2-16,118.99
2-17,1126.97
2-18,119.14
2-19,4830.68
3-4,2353.41
3-5,1185.9
3-6,5438.61
3-7,2151.86
3-8,2019.82
3-9,5671.27
3-10,2025.49
3-11,115.59
3-12,96.56
3-13,1997.17
3-14,930.92
3-15,4600.84
3-16,535.37
3-17,4969.53
3-18,2289.75
3-19,94.36
4-5,419.14
4-6,2251.13
4-7,84.68
4-8,514.31
4-9,849.56
4-10,548.6
4-11,93.23
4-12,1079.62
4-13,553.19
4-14,914.87
4-15,918.12
4-16,867.46
4-17,96.21
4-18,1640.45
4-19,1092.32
5-6,4498.08
5-7,965.18
5-8,2018.28
5-9,2372.09
5-10,463.68
5-11,2203.72
5-12,473.55
5-13,1034.1
5-14,5606.88
5-15,419.35
5-16,424.08
5-17,864.98
5-18,1905.06
5-19,1771.84
6-7,106.29
6-8,5651.08
6-9,1618.74
6-10,842.73
6-11,101.18
6-12,422.36
6-13,1155.8
6-14,2060.47
6-15,440.1
6-16,1171.59
6-17,2270.06
6-18,104.89
6-19,450.76
7-8,4290.85
7-9,534.31
7-10,5012.3
7-11,4189.61
7-12,5546.54
7-13,5247.62
7-14,4791.6
7-15,994.54
7-16,113.62
7-17,5671.04
7-18,1705.06
7-19,94.2
8-9,408.04
8-10,1111.99
8-11,1193.21
8-12,1154.65
8-13,2156.33
8-14,1977.39
8-15,504.02
8-16,819.82
8-17,538.62
8-18,569.16
8-19,466.67
9-10,4124.11
9-11,4760.3
9-12,4012.01
9-13,4300.11
9-14,2230.01
9-15,568.39
9-16,103.13
9-17,845.05
9-18,503.99
9-19,980.17
10-11,522.0
10-12,592.05
10-13,964.5
10-14,4041.27
10-15,541.93
10-16,1040.96
10-17,5801.39
10-18,4559.44
10-19,4746.1
11-12,431.77
11-13,1199.04
11-14,530.91
11-15,565.93
11-16,101.26
11-17,851.46
11-18,103.13
11-19,1978.23
12-13,86.9
12-14,493.41
12-15,5973.0
12-16,1925.14
12-17,2305.43
12-18,1861.89
12-19,1123.08
13-14,990.79
13-15,109.14
13-16,4058.05
13-17,514.49
13-18,559.76
13-19,401.49
14-15,5895.74
14-16,111.92
14-17,472.79
14-18,5078.14
14-19,2194.38
15-16,5180.83
15-17,595.79
15-18,1193.86
15-19,119.66
16-17,98.33
16-18,869.1
16-19,119.72
17-18,2143.91
17-19,530.48
18-19,89.96
