node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,local,4,512,tier1_hospital,0.958,standard,50000
1,clinic_001,2000,tier_2,16,GDPR,4,64,tier2_hospital,0.973,high,10000
2,research_center_002,5000,tier_3,128,PIPEDA,32,256,research_center,0.985,high,100000
3,mobile_unit_003,1000,tier_1,8,local,1,32,mobile_unit,0.758,standard,1000
4,edge_device_004,50,tier_2,4,GDPR,1,16,edge_device,0.837,critical,1000
5,hospital_005,10000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.972,critical,10000
6,clinic_006,1000,tier_2,16,HIPAA,4,64,tier2_hospital,0.977,standard,5000
7,research_center_007,20000,tier_3,256,HIPAA,16,256,research_center,0.981,high,20000
8,mobile_unit_008,500,tier_1,4,GDPR,2,16,mobile_unit,0.783,standard,2000
9,edge_device_009,50,tier_2,8,PIPEDA,0,32,edge_device,0.852,critical,2000
