edge,weight
0-1,98.35
0-2,1188.35
0-3,2208.74
0-4,90.84
0-5,861.22
0-6,5699.37
0-7,2293.91
0-8,444.8
0-9,456.15
0-10,116.81
0-11,958.45
0-12,5623.98
0-13,1002.38
0-14,105.74
1-2,458.77
1-3,403.71
1-4,510.49
1-5,1677.82
1-6,91.01
1-7,908.62
1-8,86.75
1-9,85.64
1-10,498.59
1-11,1686.17
1-12,113.99
1-13,86.14
1-14,1108.49
2-3,87.02
2-4,1179.64
2-5,478.39
2-6,545.8
2-7,100.56
2-8,867.19
2-9,587.14
2-10,1710.75
2-11,96.09
2-12,2139.61
2-13,1125.78
2-14,458.53
3-4,505.42
3-5,2260.03
3-6,904.63
3-7,2056.44
3-8,404.54
3-9,428.09
3-10,4610.62
3-11,1039.72
3-12,520.22
3-13,2241.87
3-14,2106.63
4-5,107.47
4-6,4450.42
4-7,2213.66
4-8,551.45
4-9,119.68
4-10,453.02
4-11,574.95
4-12,4853.57
4-13,1157.37
4-14,961.58
5-6,438.87
5-7,835.85
5-8,5371.18
5-9,511.83
5-10,1696.7
5-11,973.3
5-12,475.82
5-13,2098.64
5-14,109.51
6-7,4975.73
6-8,4639.0
6-9,2214.44
6-10,568.01
6-11,86.2
6-12,979.34
6-13,2198.0
6-14,1839.18
7-8,5410.49
7-9,583.35
7-10,2380.88
7-11,411.07
7-12,4265.36
7-13,87.8
7-14,106.37
8-9,947.16
8-10,2120.42
8-11,1174.46
8-12,1072.74
8-13,81.59
8-14,97.47
9-10,1049.27
9-11,5062.25
9-12,554.87
9-13,5033.54
9-14,896.23
10-11,2041.75
10-12,1728.57
10-13,107.84
10-14,2049.56
11-12,96.41
11-13,801.18
11-14,4331.35
12-13,489.32
12-14,2128.62
13-14,493.62
