node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,FedRAMP,radiology,1970,public,mayo_clinic,tier1_hospital,4525
1,local,ISO27001,oncology,2011,private,johns_hopkins,tier2_hospital,3046
2,local,HIPAA_compliant,cardiology,2009,research_grant,stanford_med,research_center,4401
3,international,HIPAA_compliant,neurology,2003,private,mass_general,mobile_unit,2868
4,regional,ISO27001,pathology,1994,research_grant,ucla_health,edge_device,3152
5,local,HIPAA_compliant,radiology,1970,public,mayo_clinic,tier1_hospital,4353
6,local,SOC2,oncology,2003,private,johns_hopkins,tier2_hospital,3560
7,local,ISO27001,cardiology,1964,research_grant,stanford_med,research_center,665
8,international,SOC2,neurology,1990,private,mass_general,mobile_unit,2839
9,international,HIPAA_compliant,pathology,1989,public,ucla_health,edge_device,1443
