node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,4,128,tier1_hospital,0.966,standard,10000
1,clinic_001,5000,tier_2,32,GDPR,2,128,tier2_hospital,0.953,standard,5000
2,research_center_002,20000,tier_3,128,PIPEDA,16,1024,research_center,0.983,high,20000
3,mobile_unit_003,100,tier_1,16,local,1,16,mobile_unit,0.86,high,1000
4,edge_device_004,500,tier_2,8,HIPAA,1,8,edge_device,0.713,standard,2000
5,hospital_005,2000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.964,high,50000
6,clinic_006,1000,tier_2,64,local,2,64,tier2_hospital,0.97,high,20000
7,research_center_007,20000,tier_3,64,GDPR,16,512,research_center,0.996,critical,100000
8,mobile_unit_008,100,tier_1,4,GDPR,1,32,mobile_unit,0.83,high,1000
9,edge_device_009,50,tier_2,4,GDPR,1,32,edge_device,0.76,critical,1000
