node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,16,128,tier1_hospital,0.993,high,20000
1,clinic_001,2000,tier_2,16,HIPAA,4,128,tier2_hospital,0.932,critical,5000
2,research_center_002,5000,tier_3,128,GDPR,16,512,research_center,0.981,high,20000
3,mobile_unit_003,100,tier_1,8,PIPEDA,1,64,mobile_unit,0.75,critical,5000
4,edge_device_004,500,tier_2,4,PIPEDA,1,32,edge_device,0.863,high,2000
5,hospital_005,5000,tier_1,32,GDPR,16,128,tier1_hospital,0.972,standard,10000
6,clinic_006,5000,tier_2,64,local,4,256,tier2_hospital,0.926,critical,10000
7,research_center_007,10000,tier_3,128,local,16,256,research_center,0.996,high,100000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,2,64,mobile_unit,0.876,critical,2000
9,edge_device_009,500,tier_2,2,PIPEDA,0,8,edge_device,0.87,high,1000
10,hospital_010,5000,tier_1,128,HIPAA,16,128,tier1_hospital,0.963,critical,10000
11,clinic_011,5000,tier_2,64,HIPAA,2,128,tier2_hospital,0.97,standard,10000
12,research_center_012,20000,tier_3,64,PIPEDA,16,1024,research_center,0.988,high,100000
13,mobile_unit_013,100,tier_1,16,HIPAA,2,16,mobile_unit,0.792,standard,2000
14,edge_device_014,500,tier_2,8,PIPEDA,1,16,edge_device,0.723,critical,2000
