node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,PIPEDA,16,512,tier1_hospital,0.988,critical,20000
1,clinic_001,2000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.971,high,10000
2,research_center_002,10000,tier_3,64,GDPR,32,256,research_center,0.987,critical,50000
3,mobile_unit_003,500,tier_1,8,local,1,16,mobile_unit,0.754,high,1000
4,edge_device_004,100,tier_2,4,HIPAA,0,8,edge_device,0.9,high,2000
5,hospital_005,5000,tier_1,64,GDPR,4,512,tier1_hospital,1.0,standard,10000
6,clinic_006,1000,tier_2,16,local,8,256,tier2_hospital,0.978,high,20000
7,research_center_007,20000,tier_3,64,PIPEDA,8,1024,research_center,0.999,critical,100000
8,mobile_unit_008,1000,tier_1,4,local,1,64,mobile_unit,0.8,high,2000
9,edge_device_009,100,tier_2,4,local,1,32,edge_device,0.765,critical,2000
